Id,BS_Module,Sub_Category,Case_Type,Summary,Description,Steps_To_Reproduce,Additional_Information,Notes,KB_Content
13513,Database,Customer Distance,Issue,รบกวนดึงข้อมูล ระยะทางจากทุก WH ไปลูกค้าแต่ละที่ใน Customer master ให้หน่อยครับ,รบกวนดึงข้อมูล ระยะทางจากทุก WH ไปลูกค้าแต่ละที่ใน Customer master ให้หน่อยครับ,"declare
@CustomerCode varchar(20)='',
@CustomerName varchar(150)='',
@Email varchar(50)='',
@IsCheckDestinationNotSet bit = '',
@IsMultipleDestination bit = ''

SELECT c.CustomerCode,
c.CustomerName,
c.Address,
c.ProvinceCode,
c.Email,
c.Mobile,
c.DeliveryLeadTime,
c.TiresAgeAcceptance,
c.Market,
c.CustomerGroupCode,
cg.MasterName as CustomerGroupName,
c.ShipmentType2D,
c.Latitude,
c.Longitude,
c.CreateDate,
c.CreateBy,
c.UpdateDate,
c.UpdateBy,
c.Note,
c.ZoneID,
z.ZoneName,
c.CustomerLocationFlag,
st.MasterName as ShipmentTypeName,
c.RoutingType,
d.DestinationName,
rt.MasterName as RoutingTypeName,
c.CustomerType,
ct.MasterName as CustomerTypeName,
c.MultipleDestinationFlag,
c.TimeSpanOe,
c.RequireSprFlag,
l.MasterName as WarehouseName,
cd.Distance as Distance
FROM Customer c
left join Zone z on z.ZoneID = c.ZoneID
left join fcs.Destination d on d.DestinationId = c.FcsDestination
left join ListMasterDetail st on c.ShipmentType2D = st.MasterCode AND st.ListCode = 'SHIPMENT_TYPE'
left join ListMasterDetail rt on c.RoutingType = rt.MasterCode AND rt.ListCode = 'ROUTING_TYPE'
left join ListMasterDetail ct on c.CustomerType = ct.MasterCode AND ct.ListCode = 'CUSTOMER_TYPE'
left join ListMasterDetail cg on c.CustomerGroupCode = cg.MasterCode AND cg.ListCode = 'CUSTOMER_GROUP'
inner join ListMasterDetail l on l.ListCode = 'WAREHOUSE' and l.MasterCode in ('01','02','24')
left join CustomerDistance cd on c.CustomerCode = cd.CustomerCode and l.MasterCode = cd.WarehouseCode
WHERE (@CustomerCode IS NULL OR c.CustomerCode LIKE '%'+ @CustomerCode +'%')
--and (@CustomerName IS NULL OR CustomerName LIKE '%'+ @CustomerName +'%')
--and (@Email IS NULL OR Email LIKE '%'+ @Email +'%')
--and (@IsCheckDestinationNotSet = 0 OR (@IsCheckDestinationNotSet = 1 AND c.FcsDestination IS NULL))
--and (@IsMultipleDestination = 0 OR (@IsMultipleDestination = 1 and c.MultipleDestinationFlag = 1))
ORDER BY CustomerCode, CustomerName",,,"[ปัญหา] รบกวนดึงข้อมูล ระยะทางจากทุก WH ไปลูกค้าแต่ละที่ใน Customer master ให้หน่อยครับ

[วิธีแก้ไข] declare
@CustomerCode varchar(20)='',
@CustomerName varchar(150)='',
@Email varchar(50)='',
@IsCheckDestinationNotSet bit = '',
@IsMultipleDestination bit = ''

SELECT c.CustomerCode,
c.CustomerName,
c.Address,
c.ProvinceCode,
c.Email,
c.Mobile,
c.DeliveryLeadTime,
c.TiresAgeAcceptance,
c.Market,
c.CustomerGroupCode,
cg.MasterName as CustomerGroupName,
c.ShipmentType2D,
c.Latitude,
c.Longitude,
c.CreateDate,
c.CreateBy,
c.UpdateDate,
c.UpdateBy,
c.Note,
c.ZoneID,
z.ZoneName,
c.CustomerLocationFlag,
st.MasterName as ShipmentTypeName,
c.RoutingType,
d.DestinationName,
rt.MasterName as RoutingTypeName,
c.CustomerType,
ct.MasterName as CustomerTypeName,
c.MultipleDestinationFlag,
c.TimeSpanOe,
c.RequireSprFlag,
l.MasterName as WarehouseName,
cd.Distance as Distance
FROM Customer c
left join Zone z on z.ZoneID = c.ZoneID
left join fcs.Destination d on d.DestinationId = c.FcsDestination
left join ListMasterDetail st on c.ShipmentType2D = st.MasterCode AND st.ListCode = 'SHIPMENT_TYPE'
left join ListMasterDetail rt on c.RoutingType = rt.MasterCode AND rt.ListCode = 'ROUTING_TYPE'
left join ListMasterDetail ct on c.CustomerType = ct.MasterCode AND ct.ListCode = 'CUSTOMER_TYPE'
left join ListMasterDetail cg on c.CustomerGroupCode = cg.MasterCode AND cg.ListCode = 'CUSTOMER_GROUP'
inner join ListMasterDetail l on l.ListCode = 'WAREHOUSE' and l.MasterCode in ('01','02','24')
left join CustomerDistance cd on c.CustomerCode = cd.CustomerCode and l.MasterCode = cd.WarehouseCode
WHERE (@CustomerCode IS NULL OR c.CustomerCode LIKE '%'+ @CustomerCode +'%')
--and (@CustomerName IS NULL OR CustomerName LIKE '%'+ @CustomerName +'%')
--and (@Email IS NULL OR Email LIKE '%'+ @Email +'%')
--and (@IsCheckDestinationNotSet = 0 OR (@IsCheckDestinationNotSet = 1 AND c.FcsDestination IS NULL))
--and (@IsMultipleDestination = 0 OR (@IsMultipleDestination = 1 and c.MultipleDestinationFlag = 1))
ORDER BY CustomerCode, CustomerName"
13514,Win-App,BSJCode,Issue,รบกวนเพิ่มข้อมูล BSJ Code ใน Tirechecker 2D ให้หน่อยครับ BG05 BSJ Code >> PSR0LAQ0 Loading LONK4000587361,"รบกวนเพิ่มข้อมูล BSJ Code ใน Tirechecker 2D ให้หน่อยครับ
BG05 BSJ Code >> PSR0LAQ0
Loading LONK4000587361",เพิ่มที่ TirescheckerPlan,,,"[ปัญหา] รบกวนเพิ่มข้อมูล BSJ Code ใน Tirechecker 2D ให้หน่อยครับ
BG05 BSJ Code >> PSR0LAQ0
Loading LONK4000587361

[วิธีแก้ไข] เพิ่มที่ TirescheckerPlan"
13510,Database,Tire Checker Log,Issue,Tireschecker Unlock By,รบกวนเช็ค User : Maneerat Maephimai ให้หน่อยครับ ปัญหาผู้ใช้สามารถ Permission Unlock ใน Tirecker ได้ หน้าที่หลักได้สแกนยางอย่างเดียว แต่ไปเจอใน Report ขึ้นชื่อ Maneerat >> Unlock ครับ,"UnlockBy ใน Report จะนำข้อมูล User ที่ใช้ในการ Login Tirechecker มาบันทึกครับ

จากตัวอย่างใน Report นี้ Token ที่ใช้ในการ Unlock จะไม่ใช่ของคุณ Maneerat ครับ แต่มีการ Login Tirechecker ด้วย user Maneerat ระบบจึงบันทึก UnlockBy เป็น Maneerat ครับ","problem : กรณี CancleTire จะใช้ข้อมูลของ User ที่ใช้ Login TiresChecker บันทึก dbo.TiresCheckerScanLog.UnlockBy

expected : กรณี CancleTire จะใช้ข้อมูลของ User ที่ Unlock บันทึก dbo.TiresCheckerScanLog.UnlockBy",,"[ปัญหา] รบกวนเช็ค User : Maneerat Maephimai ให้หน่อยครับ ปัญหาผู้ใช้สามารถ Permission Unlock ใน Tirecker ได้ หน้าที่หลักได้สแกนยางอย่างเดียว แต่ไปเจอใน Report ขึ้นชื่อ Maneerat >> Unlock ครับ

[วิธีแก้ไข] UnlockBy ใน Report จะนำข้อมูล User ที่ใช้ในการ Login Tirechecker มาบันทึกครับ

จากตัวอย่างใน Report นี้ Token ที่ใช้ในการ Unlock จะไม่ใช่ของคุณ Maneerat ครับ แต่มีการ Login Tirechecker ด้วย user Maneerat ระบบจึงบันทึก UnlockBy เป็น Maneerat ครับ

[ข้อมูลเพิ่มเติม] problem : กรณี CancleTire จะใช้ข้อมูลของ User ที่ใช้ Login TiresChecker บันทึก dbo.TiresCheckerScanLog.UnlockBy

expected : กรณี CancleTire จะใช้ข้อมูลของ User ที่ Unlock บันทึก dbo.TiresCheckerScanLog.UnlockBy"
13509,Win-App,BSJCode,Issue,รบกวนเพิ่มข้อมูล BSJ Code ใน Tirechecker 2D ให้หน่อยครับ Loading LONK4000584757,"Loading LONK4000584757
BSJ Code >> PSR0LXU0",เพิ่มที่ TirescheckerPlan,,,"[ปัญหา] Loading LONK4000584757
BSJ Code >> PSR0LXU0

[วิธีแก้ไข] เพิ่มที่ TirescheckerPlan"
13498,Database,Tire Info Report,Issue,รบกวนดึงข้อมูล Receiving Not Mapping Tag Inquiry ตั้งแต่วันที่ 18-19 July 2026 ให้หน่อยครับ,"รบกวนดึงข้อมูล Receiving Not Mapping Tag Inquiry
ตั้งแต่วันที่ 18-19 July 2026 ให้หน่อยครับ","SELECT
ROW_NUMBER() OVER (ORDER BY ri.MappingCompleteDate, ri.ReceiveId) AS RowNo,
wh.MasterName AS WarehouseName,
rid.SerialNo AS 'Tire Barcode',
rid.GtCode AS 'GT Code',
tm.SizeName as 'Size',
rid.Grade,
rid.ProductionWeek AS 'WEEK',
ri.ReceiveDate AS 'Scan Date',
rcReceiveShift = rc.fnGetShift(ri.MappingCompleteDate) ,
ri.QrCode AS 'TagNo.',
ri.EwmTag AS EWMTag,
ri.MappingCompleteDate AS MappingDate,
rct.MasterName AS ReceiveTypeName
FROM rc.ReceiveItem ri
INNER JOIN rc.ReceiveItemDetail rid
ON ri.ReceiveId = rid.ReceiveId
LEFT JOIN vwActiveTiresMaster tm
ON rid.GtCode = tm.GTCode AND ri.Warehouse = tm.Warehouse
LEFT JOIN ListMasterDetail wh
ON wh.ListCode = 'WAREHOUSE' AND ri.Warehouse = wh.MasterCode
LEFT JOIN ListMasterDetail rct
ON rct.ListCode = 'RECEIVETIRE_TYPE' AND ri.ReceiveType = rct.MasterCode
WHERE
ri.MappingCompleteFlag = 1
--AND rid.GtCode = 'JP22' --change gt code
--AND rid.Grade = 'B'
AND ScanDate between'2026-07-18' and '2026-07-19'
ORDER BY ri.MappingCompleteDate, ri.ReceiveId;",,,"[ปัญหา] รบกวนดึงข้อมูล Receiving Not Mapping Tag Inquiry
ตั้งแต่วันที่ 18-19 July 2026 ให้หน่อยครับ

[วิธีแก้ไข] SELECT
ROW_NUMBER() OVER (ORDER BY ri.MappingCompleteDate, ri.ReceiveId) AS RowNo,
wh.MasterName AS WarehouseName,
rid.SerialNo AS 'Tire Barcode',
rid.GtCode AS 'GT Code',
tm.SizeName as 'Size',
rid.Grade,
rid.ProductionWeek AS 'WEEK',
ri.ReceiveDate AS 'Scan Date',
rcReceiveShift = rc.fnGetShift(ri.MappingCompleteDate) ,
ri.QrCode AS 'TagNo.',
ri.EwmTag AS EWMTag,
ri.MappingCompleteDate AS MappingDate,
rct.MasterName AS ReceiveTypeName
FROM rc.ReceiveItem ri
INNER JOIN rc.ReceiveItemDetail rid
ON ri.ReceiveId = rid.ReceiveId
LEFT JOIN vwActiveTiresMaster tm
ON rid.GtCode = tm.GTCode AND ri.Warehouse = tm.Warehouse
LEFT JOIN ListMasterDetail wh
ON wh.ListCode = 'WAREHOUSE' AND ri.Warehouse = wh.MasterCode
LEFT JOIN ListMasterDetail rct
ON rct.ListCode = 'RECEIVETIRE_TYPE' AND ri.ReceiveType = rct.MasterCode
WHERE
ri.MappingCompleteFlag = 1
--AND rid.GtCode = 'JP22' --change gt code
--AND rid.Grade = 'B'
AND ScanDate between'2026-07-18' and '2026-07-19'
ORDER BY ri.MappingCompleteDate, ri.ReceiveId;"
13507,Win-App,Reset Tirechecker,Issue,LONK4000580851 รบกวนถอยสถานะการสแกนยางทั้งหมดให้หน่อยครับ ต้องการเริ่มสแกนใหม่ทั้งหมดครับ,LONK4000580851 รบกวนถอยสถานะการสแกนยางทั้งหมดให้หน่อยครับ ต้องการเริ่มสแกนใหม่ทั้งหมดครับ,Reset TirecheckerScanlog,,,"[ปัญหา] LONK4000580851 รบกวนถอยสถานะการสแกนยางทั้งหมดให้หน่อยครับ ต้องการเริ่มสแกนใหม่ทั้งหมดครับ

[วิธีแก้ไข] Reset TirecheckerScanlog"
13499,Database,Calculate Routing,Issue,เช็คข้อมูลชุดนี้หน่อยครับ cal auto ระบบรวม route เอง,เช็คข้อมูลชุดนี้หน่อยครับ cal auto ระบบรวม route เอง,,"export ข้อมูลทั้งหมดนี้ไปที่ MoCS_Test แล้ว

select * from routing.RouteDO where RoutingNo in ('20260720-083-00', '20260720-082-00', '20260720-081-00', '20260720-080-00', '20260720-079-00', '20260720-078-00', '20260720-077-00', '20260720-076-00')

select * from routing.RouteDODetail where RoutingNo in ('20260720-083-00', '20260720-082-00', '20260720-081-00', '20260720-080-00', '20260720-079-00', '20260720-078-00', '20260720-077-00', '20260720-076-00')

select * from routing.RouteTruck where RoutingNo in ('20260720-083-00', '20260720-082-00', '20260720-081-00', '20260720-080-00', '20260720-079-00', '20260720-078-00', '20260720-077-00', '20260720-076-00')

select * from Deliveryorder where DONo in ('4000583605', '4000583625', '4000583626', '4000583646', '4000583699', '4000583705', '4000583718', '4000583725', '4000583781', '4000583949', '4000583951', '4000583964', '4000583966', '4000583972', '4000583977', '4000583998', '4000584000', '4000584003', '4000584014', '4000584033', '4000584034', '4000584037', '4000584045', '4000584052', '4000584066', '4000584077', '4000584115', '4000584146', '4000584153', '4000584156', '4000584172', '4000584176', '4000584177', '4000584178', '4000584190', '4000584213', '4000584224', '4000584231', '4000584244', '4000584255', '4000584256', '4000584258', '4000584268', '4000584269', '4000584270', '4000584331', '4000584336', '4000584348', '4000584349', '4000584353', '4000584413', '4000584432', '4000584444', '4000584450', '4000584479', '4000584482', '4000584500', '4000584512', '4000584514')

select * from DeliveryOrderDetail where DONo in ('4000583605', '4000583625', '4000583626', '4000583646', '4000583699', '4000583705', '4000583718', '4000583725', '4000583781', '4000583949', '4000583951', '4000583964', '4000583966', '4000583972', '4000583977', '4000583998', '4000584000', '4000584003', '4000584014', '4000584033', '4000584034', '4000584037', '4000584045', '4000584052', '4000584066', '4000584077', '4000584115', '4000584146', '4000584153', '4000584156', '4000584172', '4000584176', '4000584177', '4000584178', '4000584190', '4000584213', '4000584224', '4000584231', '4000584244', '4000584255', '4000584256', '4000584258', '4000584268', '4000584269', '4000584270', '4000584331', '4000584336', '4000584348', '4000584349', '4000584353', '4000584413', '4000584432', '4000584444', '4000584450', '4000584479', '4000584482', '4000584500', '4000584512', '4000584514')",,"[ปัญหา] เช็คข้อมูลชุดนี้หน่อยครับ cal auto ระบบรวม route เอง

[ข้อมูลเพิ่มเติม] export ข้อมูลทั้งหมดนี้ไปที่ MoCS_Test แล้ว

select * from routing.RouteDO where RoutingNo in ('20260720-083-00', '20260720-082-00', '20260720-081-00', '20260720-080-00', '20260720-079-00', '20260720-078-00', '20260720-077-00', '20260720-076-00')

select * from routing.RouteDODetail where RoutingNo in ('20260720-083-00', '20260720-082-00', '20260720-081-00', '20260720-080-00', '20260720-079-00', '20260720-078-00', '20260720-077-00', '20260720-076-00')

select * from routing.RouteTruck where RoutingNo in ('20260720-083-00', '20260720-082-00', '20260720-081-00', '20260720-080-00', '20260720-079-00', '20260720-078-00', '20260720-077-00', '20260720-076-00')

select * from Deliveryorder where DONo in ('4000583605', '4000583625', '4000583626', '4000583646', '4000583699', '4000583705', '4000583718', '4000583725', '4000583781', '4000583949', '4000583951', '4000583964', '4000583966', '4000583972', '4000583977', '4000583998', '4000584000', '4000584003', '4000584014', '4000584033', '4000584034', '4000584037', '4000584045', '4000584052', '4000584066', '4000584077', '4000584115', '4000584146', '4000584153', '4000584156', '4000584172', '4000584176', '4000584177', '4000584178', '4000584190', '4000584213', '4000584224', '4000584231', '4000584244', '4000584255', '4000584256', '4000584258', '4000584268', '4000584269', '4000584270', '4000584331', '4000584336', '4000584348', '4000584349', '4000584353', '4000584413', '4000584432', '4000584444', '4000584450', '4000584479', '4000584482', '4000584500', '4000584512', '4000584514')

select * from DeliveryOrderDetail where DONo in ('4000583605', '4000583625', '4000583626', '4000583646', '4000583699', '4000583705', '4000583718', '4000583725', '4000583781', '4000583949', '4000583951', '4000583964', '4000583966', '4000583972', '4000583977', '4000583998', '4000584000', '4000584003', '4000584014', '4000584033', '4000584034', '4000584037', '4000584045', '4000584052', '4000584066', '4000584077', '4000584115', '4000584146', '4000584153', '4000584156', '4000584172', '4000584176', '4000584177', '4000584178', '4000584190', '4000584213', '4000584224', '4000584231', '4000584244', '4000584255', '4000584256', '4000584258', '4000584268', '4000584269', '4000584270', '4000584331', '4000584336', '4000584348', '4000584349', '4000584353', '4000584413', '4000584432', '4000584444', '4000584450', '4000584479', '4000584482', '4000584500', '4000584512', '4000584514')"
13502,Win-App,Daily Backup,Issue,Please check disk space drive D of server 10.10.65.202. we purpose 15% up is normal.,Please check disk space drive D of server 10.10.65.202. we purpose 15% up is normal.,"จากการปรึกษากับพี่บอย ดำเนินการปรับ Daily Backup เป็น 8 วันเรียบร้อยครับ หลังจากทำการปรับ จะส่งผลให้มีพื้นที่ Drive D:\ มีพื้นที่ว่างเหลือ 88.6 GB หรือ 17% (Free%)

Note : ปัจจุบันมีการเตรียม Environment E-Shipment ส่งผลให้ Disk Space มีพื้นที่น้อยลงครับ",,,"[ปัญหา] Please check disk space drive D of server 10.10.65.202. we purpose 15% up is normal.

[วิธีแก้ไข] จากการปรึกษากับพี่บอย ดำเนินการปรับ Daily Backup เป็น 8 วันเรียบร้อยครับ หลังจากทำการปรับ จะส่งผลให้มีพื้นที่ Drive D:\ มีพื้นที่ว่างเหลือ 88.6 GB หรือ 17% (Free%)

Note : ปัจจุบันมีการเตรียม Environment E-Shipment ส่งผลให้ Disk Space มีพื้นที่น้อยลงครับ"
13506,Win-App,Tire Checker 2D,Issue,รบกวนตรวจสอบข้อมูลใน Tirecheck 2D >>LONK4000580815 GTcode WA93 ให้หน่อยครับ WA93 เคย Print ออกล่าสุดตั้งแต่ 10.06.2026 แต่วันนี้ไ,รบกวนตรวจสอบข้อมูลใน Tirecheck 2D >>LONK4000580815 GTcode WA93 ให้หน่อยครับ WA93 เคย Print ออกล่าสุดตั้งแต่ 10.06.2026 แต่วันนี้ไม่สามารถปริ้นออกได้,เคสนี้แก้ไขโดยการเพิ่ม BSJCode ใน TiresCheckerPlan ครับ,,,"[ปัญหา] รบกวนตรวจสอบข้อมูลใน Tirecheck 2D >>LONK4000580815 GTcode WA93 ให้หน่อยครับ WA93 เคย Print ออกล่าสุดตั้งแต่ 10.06.2026 แต่วันนี้ไม่สามารถปริ้นออกได้

[วิธีแก้ไข] เคสนี้แก้ไขโดยการเพิ่ม BSJCode ใน TiresCheckerPlan ครับ"
13505,Database,SAP FTP Support,Issue,รบกวนตรวจสอบ D/O เบอร์ให้หน่อยครับ 4000581187 4000581188,"รบกวนตรวจสอบ D/O เบอร์ให้หน่อยครับ
4000581187
4000581188","ไม่พบไฟล์ของ 2 DO นี้ Import เข้ามาครับ
รบกวนขอส่งไฟล์เข้ามาใหม่ หรือส่งมาให้ทางทีมตรวจสอบเพิ่มเติมได้ไหมครับ",,,"[ปัญหา] รบกวนตรวจสอบ D/O เบอร์ให้หน่อยครับ
4000581187
4000581188

[วิธีแก้ไข] ไม่พบไฟล์ของ 2 DO นี้ Import เข้ามาครับ
รบกวนขอส่งไฟล์เข้ามาใหม่ หรือส่งมาให้ทางทีมตรวจสอบเพิ่มเติมได้ไหมครับ"
13495,Database,Loading Start,Issue,LORS26071319500 รบกวนเช็คข้อมูลให้หน่อยค่ะ สแกนยางแล้วไม่ขึ้น loading start ค่ะ,LORS26071319500 รบกวนเช็คข้อมูลให้หน่อยค่ะ สแกนยางแล้วไม่ขึ้น loading start ค่ะ,6.MA_Initial_Start_Scan_Date,,,"[ปัญหา] LORS26071319500 รบกวนเช็คข้อมูลให้หน่อยค่ะ สแกนยางแล้วไม่ขึ้น loading start ค่ะ

[วิธีแก้ไข] 6.MA_Initial_Start_Scan_Date"
13504,Web-App,Upload WMS,Issue,upload wms,"รบกวนช่วยเช็คเคสนี้ให้หน่อยครับ
user พยายามจะ upload wms ซ้ำอีกรอบครับเนื่องจาก gi status รอบแรกที่ส่งไปหา sap ตอน 9.41 โดน lock โดย user อื่น
พอลองเข้าไปกด upload wms ที่หน้า SAP result ขึ้นข้อความแบบในรูปครับ
loading LOCH4000576820","จากการตรวจสอบ Loading LOCH4000576820 พบว่ามีการ Retry ส่ง DO จำนวน 4 DO ครับ ซึ่งส่งผลให้ใช้ระยะเวลาในการส่งเพิ่มขึ้น 33 วิ (เฉลี่ย DO ละ 8 วินาที)
DO ที่เกิดการ Retry คือ 4000576800, 4000576802, 4000576820, 4000576821
ซึ่งหากมีการส่งข้อมูลแบบปกติจะใช้ระยะเวลาเพียง 1 วินาทีในการส่งครับ

โดยทำการ Re-Send 2 ครั้งล่าสุดเมื่อเวลา 16:49 และ 17:26 ตรวจสอบเพิ่มเติม พบว่า DO ทั้งหมดในนี้ Loading นี้จำนวน 6 DO มีการส่งข้อมูลและเกิด ResponseCode 200 เรียบร้อยครับ
(4000576800, 4000576802, 4000576820, 4000576821, 4000578032, 4000578033)

รบกวนทางคุณเอิร์ธตรวจสอบข้อมูลฝั่ง SAP อีกครั้งครับ",,,"[ปัญหา] รบกวนช่วยเช็คเคสนี้ให้หน่อยครับ
user พยายามจะ upload wms ซ้ำอีกรอบครับเนื่องจาก gi status รอบแรกที่ส่งไปหา sap ตอน 9.41 โดน lock โดย user อื่น
พอลองเข้าไปกด upload wms ที่หน้า SAP result ขึ้นข้อความแบบในรูปครับ
loading LOCH4000576820

[วิธีแก้ไข] จากการตรวจสอบ Loading LOCH4000576820 พบว่ามีการ Retry ส่ง DO จำนวน 4 DO ครับ ซึ่งส่งผลให้ใช้ระยะเวลาในการส่งเพิ่มขึ้น 33 วิ (เฉลี่ย DO ละ 8 วินาที)
DO ที่เกิดการ Retry คือ 4000576800, 4000576802, 4000576820, 4000576821
ซึ่งหากมีการส่งข้อมูลแบบปกติจะใช้ระยะเวลาเพียง 1 วินาทีในการส่งครับ

โดยทำการ Re-Send 2 ครั้งล่าสุดเมื่อเวลา 16:49 และ 17:26 ตรวจสอบเพิ่มเติม พบว่า DO ทั้งหมดในนี้ Loading นี้จำนวน 6 DO มีการส่งข้อมูลและเกิด ResponseCode 200 เรียบร้อยครับ
(4000576800, 4000576802, 4000576820, 4000576821, 4000578032, 4000578033)

รบกวนทางคุณเอิร์ธตรวจสอบข้อมูลฝั่ง SAP อีกครั้งครับ"
13494,Win-App,Tires Checker Receiving,Issue,รบกวนเช็คให้หน่อยครับ TCS Receive มีข้อมูล EWM Tag นี้เข้ามารึยังนะครับ หน้างาน P9 บอกว่ายิงแมพแล้วแต่ผมหาในระบบไม่เจอ 400118188,"รบกวนเช็คให้หน่อยครับ TCS Receive มีข้อมูล EWM Tag นี้เข้ามารึยังนะครับ หน้างาน P9 บอกว่ายิงแมพแล้วแต่ผมหาในระบบไม่เจอ 4001181880
CI0RI4Q

พอดีตอนนี้กำลังเช็คกับ P9 เขาบอกว่ามี tag ewm 4001181880 ตัวนี้ยิงเข้ามาแล้ว แล้วเขาให้ตัวอย่างบาโค้ดบน แรค มาครับ
ตอนนี้เจอเคสว่า TCS มัน mapping tag นี้มันได้ค่ามาเป็น GT Code QG99R ครับ แต่ความเป็นจริงมันคือ QG99B
ช่วยหาสาเหตุให้หน่อยครับทำไมมัน return ค่าไปเป็น R
tcs map เจอว่าที่หน้าจอเป็น B แต่ ค่าที่ส่งไปหา SAP คือ R",เคสนี้ user scan Tag P9 ที่ GT Code เป็น QG99R เข้ามา (QG99R A02 24) ระบบมันเลยเก็บตามนั้น ตอนนี้เขาน่าจะยิงเข้ามาใหม่แล้ว,"select * from rc.ReceiveItem where ReceiveId in ('1043615', '1123022', '1123239')
select * from rc.ReceiveItemDetail where SerialNo = 'CI0RI4Q'",,"[ปัญหา] รบกวนเช็คให้หน่อยครับ TCS Receive มีข้อมูล EWM Tag นี้เข้ามารึยังนะครับ หน้างาน P9 บอกว่ายิงแมพแล้วแต่ผมหาในระบบไม่เจอ 4001181880
CI0RI4Q

พอดีตอนนี้กำลังเช็คกับ P9 เขาบอกว่ามี tag ewm 4001181880 ตัวนี้ยิงเข้ามาแล้ว แล้วเขาให้ตัวอย่างบาโค้ดบน แรค มาครับ
ตอนนี้เจอเคสว่า TCS มัน mapping tag นี้มันได้ค่ามาเป็น GT Code QG99R ครับ แต่ความเป็นจริงมันคือ QG99B
ช่วยหาสาเหตุให้หน่อยครับทำไมมัน return ค่าไปเป็น R
tcs map เจอว่าที่หน้าจอเป็น B แต่ ค่าที่ส่งไปหา SAP คือ R

[วิธีแก้ไข] เคสนี้ user scan Tag P9 ที่ GT Code เป็น QG99R เข้ามา (QG99R A02 24) ระบบมันเลยเก็บตามนั้น ตอนนี้เขาน่าจะยิงเข้ามาใหม่แล้ว

[ข้อมูลเพิ่มเติม] select * from rc.ReceiveItem where ReceiveId in ('1043615', '1123022', '1123239')
select * from rc.ReceiveItemDetail where SerialNo = 'CI0RI4Q'"
